date_code,archive_url,file_name
200401,,
200402,,
200403,,
200404,http://web.archive.org/web/20040403215311/http://steampowered.com:80/status/survey.html,20040403215311.txt
200405,,
200406,http://web.archive.org/web/20040616091752/http://www.steampowered.com:80/status/survey.html,20040616091752.txt
200407,http://web.archive.org/web/20040718084040/http://www.steampowered.com:80/status/survey.html,20040718084040.txt
200408,http://web.archive.org/web/20040817003420/http://steampowered.com:80/status/survey.html,20040817003420.txt
200409,http://web.archive.org/web/20040916023255/http://steampowered.com:80/status/survey.html,20040916023255.txt
200410,http://web.archive.org/web/20041012025822/http://www.steampowered.com:80/status/survey.html,20041012025822.txt
200411,http://web.archive.org/web/20041116032741/http://www.steampowered.com:80/status/survey.html,20041116032741.txt
200412,http://web.archive.org/web/20041217060627/http://steampowered.com:80/status/survey.html,20041217060627.txt
200501,,
200502,http://web.archive.org/web/20050207021606/http://www.steampowered.com:80/status/survey.html,20050207021606.txt
200503,http://web.archive.org/web/20050306084639/http://www.steampowered.com:80/status/survey.html,20050306084639.txt
200504,http://web.archive.org/web/20050415043509/http://www.steampowered.com:80/status/survey.html,20050415043509.txt
200505,http://web.archive.org/web/20050515073354/http://www.steampowered.com:80/status/survey.html,20050515073354.txt
200506,http://web.archive.org/web/20050614005109/http://www.steampowered.com:80/status/survey.html,20050614005109.txt
200507,http://web.archive.org/web/20050715015043/http://www.steampowered.com:80/status/survey.html,20050715015043.txt
200508,http://web.archive.org/web/20050815005625/http://www.steampowered.com:80/status/survey.html,20050815005625.txt
200509,http://web.archive.org/web/20050916092544/http://www.steampowered.com:80/status/survey.html,20050916092544.txt
200510,http://web.archive.org/web/20051021002004/http://www.steampowered.com:80/status/survey.html,20051021002004.txt
200511,http://web.archive.org/web/20051124052547/http://www.steampowered.com:80/status/survey.html,20051124052547.txt
200512,http://web.archive.org/web/20051215101419/http://www.steampowered.com:80/status/survey.html,20051215101419.txt
200601,,
200602,,
200603,,
200604,,
200605,,
200606,,
200607,,
200608,http://web.archive.org/web/20060825052346/http://www.steampowered.com:80/status/survey.html,20060825052346.txt
200609,http://web.archive.org/web/20060902220053/http://www.steampowered.com:80/status/survey.html,20060902220053.txt
200610,,
200611,http://web.archive.org/web/20061115194422/http://www.steampowered.com:80/status/survey.html,20061115194422.txt
200612,http://web.archive.org/web/20061214095408/http://www.steampowered.com:80/status/survey.html,20061214095408.txt
200701,http://web.archive.org/web/20070114115649/http://www.steampowered.com:80/status/survey.html,20070114115649.txt
200702,http://web.archive.org/web/20070217171915/http://www.steampowered.com:80/status/survey.html,20070217171915.txt
200703,http://web.archive.org/web/20070316043000/http://www.steampowered.com:80/status/survey.html,20070316043000.txt
200704,http://web.archive.org/web/20070405194341/http://www.steampowered.com:80/status/survey.html,20070405194341.txt
200705,http://web.archive.org/web/20070517045929/http://www.steampowered.com:80/status/survey.html,20070517045929.txt
200706,http://web.archive.org/web/20070621101838/http://www.steampowered.com:80/status/survey.html,20070621101838.txt
200707,http://web.archive.org/web/20070718182454/http://www.steampowered.com:80/status/survey.html,20070718182454.txt
200708,http://web.archive.org/web/20070811121422/http://www.steampowered.com:80/status/survey.html,20070811121422.txt
